10.096402755134477, 43.956043956044596
18.11775554456801, 98.90109890110216
31.49965961301546, 450.54945054944983
54.62137610653969, 1076.923076923078
96.3670515349143, 1901.0989010988997
170.05369800606033, 2703.2967032967026
300.8447872416669, 3241.7582417582416
532.1172353464997, 3802.1978021978002
931.700989609417, 4417.582417582418
1649.6783216683966, 4868.131868131869
2925.558529934697, 5153.846153846154
5208.497430076779, 5032.967032967032
9255.33070754157, 5109.89010989011
16613.725591879884, 5131.868131868132
28458.5294088816, 5032.967032967032
50113.439638273325, 5054.945054945054
89134.49074244271, 5032.967032967033
160050.94464444346, 5021.978021978021
284525.2929189884, 5054.945054945056
500764.69160709437, 5131.868131868134
893226.3752405315, 4813.186813186813
1597474.9839168205, 4219.780219780219
2901904.7286985903, 3000
